Series,Subseries,Box,Folder,Title,Structured Date,Date Qualifier,Start Date,End Date,Range Qualifier,Textual Date,Physical Description,Reel,First Frame,Last Frame,Frames,Title File,First File,Last File,Files,Processing Note,Contents
1,,38,3,K. Sekiguti,,,1925,1927,,,,33,207,244,37,208,209,246,38,,
1,,38,4,Frank H. Sellers,,,1921,1925,,,,33,245,255,10,247,248,257,10,,
1,,38,5,William Shackleton,1910,,,,,,,33,256,260,4,258,259,262,4,,
1,,38,6,Harlow Shapley,,,1925,1935,,,".25""",33,261,309,48,263,264,311,48,,
1,,38,7,W. N. Shaw,,,1904,1908,,,,33,310,341,31,312,313,343,31,,
1,,38,8,George F. Shears,1905,,,,,,,33,342,346,4,344,345,348,4,,
1,,38,9,General P. Sheridan,1920,,,,,,"1""",33,347,434,87,349,350,436,87,,
1,,38,10,Rev. Walter Sidgreaves,,,1903,1904,,,,33,435,443,8,437,438,445,8,,
1,,38,11,Seward A. Simons,,,1904,1925,,,,33,444,486,42,446,447,488,42,,
1,,38,12,Admiral William S. Sims,1918,,,,,,,33,487,504,17,489,490,506,17,,
1,,38,13,C. E. Skinner,1916,,,,,,,33,505,507,2,507,508,509,2,,
1,,38,14,Frederick Slocum,,,1916,1927,,,,33,508,518,10,510,511,520,10,,
1,,38,15,Alexander Smith,,,1903,1915,,,,33,519,543,24,521,522,545,24,,
1,,38,16,Benjamin S. Smith,,,1904,1905,,,,33,544,557,13,546,547,559,13,,
1,,38,17,C. Michie Smith,,,1903,1910,,,,33,558,651,93,560,561,653,93,,
1,,38,18,F. E. Smith,1931,,,,,,,33,652,657,5,654,655,659,5,,
1,,38,19,Harrison W. Smith,,,1901,1902,,,,33,658,664,6,660,661,666,6,,
1,,38,20,Arthur Smithells,,,1930,1933,,,,33,665,674,9,667,668,676,9,,
1,,38,21,Helen E. Snow,,,1903,1904,,,,33,675,679,4,677,678,681,4,,
1,,38,22,Benjamin W. Snow,,,1901,1903,,,,33,680,687,7,682,683,689,7,,
1,,38,23,Lorenzo L. Snow,,,1916,1917,,,,33,688,699,11,690,691,701,11,,
1,,38,24,Societe Francaise de Physique,1928,,,,,,,33,700,708,8,702,703,710,8,,
1,,38,25,Royal Wasson Sorensen,,,1933,1935,,,,33,709,723,14,711,712,725,14,,
1,,38,26,Southern California Academy of Sciences,1908,,,,,,,33,724,726,2,726,727,728,2,,
1,,39,1,General George O. Squier,,,1915,1919,,,,33,727,736,9,729,730,738,9,,
1,,39,2,Charles E. St. John,,,1901,1931,,,,33,737,767,30,739,740,769,30,,
1,,39,3,William R. Staats,,,1903,1906,,,,33,768,779,11,770,771,781,11,,
1,,39,4,Joel Stebbins,,,1914,1936,,,".5""",33,780,887,107,782,783,889,107,,
1,,39,5,Harlan T. Stetson,,,1932,1933,,,,33,888,903,15,890,891,905,15,,
1,,39,6,G. W. Stewart,,,,,,undated,,33,904,906,2,906,907,908,2,,
1,,39,7,Julius Stieglitz,,,1917,1920,,,".25""",33,907,939,32,909,910,942,33,,
1,,39,8,Charles A. Stone,,,1906,1916,,,,33,940,952,12,943,944,955,12,,
1,,39,9,C. Johnstone Stoney,1907,,,,,,,33,953,964,11,956,957,968,12,,
1,,39,10,Carl Stormer,,,1912,1932,,,".25""",33,965,1039,73,969,970,1042,73,,
1,,39,11,F. J. M. Stratton,,,1925,1935,,,,34,20,49,29,21,22,50,29,,
1,,39,12,S. W. Stratton,,,1900,1931,,,".5""",34,50,173,123,51,52,174,123,,
1,,39,13,Otto Struve,,,1932,1935,,,".25""",34,174,242,68,175,176,243,68,,
1,,39,14,Prof. Sulzbache,,,,,,undated,,34,243,245,2,244,245,246,2,,
1,,39,15,W. P. G. Swann,1935,,,,,,,34,246,251,5,247,248,252,5,,
1,,39,16,Ambrose Swasey,,,1913,1935,,,".25""",34,252,319,67,253,254,320,67,,
1,,39,17,Ernest S. Swift,1909,,,,,,,34,320,326,6,321,322,327,6,,
1,,39,18,Lewis Swift,,,1930,1905,,,,34,327,340,13,328,329,341,13,,
1,,39,19,Gerard Swope,,,1925,1933,,,".25""",34,341,425,84,342,343,425,83,,
1,,40,1,P. Tacchini,,,1901,1906,,,,34,426,435,9,426,427,435,9,,
1,,40,2,T. Takamine,,,1925,1931,,,,34,436,447,11,436,437,447,11,,
1,,40,3,A. E. Taylor,,,1916,1922,,,,34,448,456,8,448,449,456,8,,
1,,40,4,Charles L. Taylor,,,1920,1921,,,,34,457,462,5,457,458,462,5,,
1,,40,5,Admiral David W. Taylor,1916,,,,,,,34,463,465,2,463,464,465,2,,
1,,40,6,Nikola Tesla,1908,,,,,,,34,466,468,2,466,467,468,2,,
1,,40,7,Sherman Day Thacher,,,1906,1927,,,"1""",34,469,647,178,469,470,646,177,,
1,,40,8,William S. Thayer,1920,,,,,,,34,648,652,4,647,648,651,4,,
1,,40,9,Frank Thilly,,,1911,1917,,,,34,653,665,12,652,653,664,12,,
1,,40,10,Maude Thomas,,,1922,1925,,,,34,666,674,8,665,666,674,9,,
1,,40,11,S. Seymour Thomas,,,1921,1928,,,,34,675,680,5,675,676,680,5,,
1,,40,12,Elihu Thomson,,,1902,1935,,,"1.25""",34,681,873,192,681,682,873,192,,
1,,40,13,Sir Joseph J. Thomson,,,1912,1921,,,,34,874,903,29,874,875,903,29,,
1,,40,14,Elizabeth Thompson Science Fund,1897,,,,,,,34,904,908,4,904,905,908,4,,
1,,40,15,David Todd,,,1903,1904,,,,34,909,913,4,909,910,913,4,,
1,,40,16,H. J. Thorkelson,,,1927,1935,,,".25""",34,914,952,38,914,915,953,39,,
1,,40,17,L. H. Tolhurst,1917,,,,,,,34,953,958,5,954,955,959,5,,
1,,40,18,C. P. Townsley,,,1917,1920,,,,34,959,966,7,960,961,967,7,,
1,,40,19,Richard C. Tolman,,,1915,1921,,,,34,967,994,27,968,969,995,27,,
1,,40,20,John Trowbridge,1919,,,,,,,34,995,1012,17,996,997,1013,17,,
1,,40,21,O. H. Truman,1919,,,,,,,34,1013,1024,11,1014,1015,1025,11,,
1,,40,22,R. H. Tucker,1905,,,,,,,34,1025,1032,7,1026,1027,1033,7,,
1,,40,23,H. H. Turner,,,1903,1931,,,"2.25""",35,20,591,571,21,22,593,572,Item split between two folders,
1,,40,23,H. H. Turner,,,1903,1907,,,"1""",,,,,,,,,Item split between two folders,
1,,41,1,H. H. Turner,,,1908,1931,,,"1.25""",,,,,,,,,Item split between two folders,
1,,41,2,N. C. Twining,1918,,,,,,,35,592,597,5,594,595,599,5,,
1,,41,3,H. W. Tyler,,,1900,1918,,,".25""",35,598,636,38,600,601,638,38,,
1,,41,4,Theodore N. Vail,1919,,,,,,,35,637,638,1,639,640,640,1,,
1,,41,5,Winslow Upton,,,1904,1905,,,,35,639,665,26,641,642,667,26,,
1,,41,6,Carr C. Van Anda,1929,,,,,,,35,666,670,4,668,669,672,4,,
1,,41,7,R. H. Van Dieman,1918,,,,,,,35,671,673,2,673,674,675,2,,
1,,41,8,A. C. G. Van Hecke,1919,,,,,,,35,674,678,4,676,677,680,4,,
1,,41,9,Charles R. Van Hise,,,1902,1916,,,".25""",35,679,728,49,681,682,730,49,,
1,,41,10,Adrian Van Maanen,,,1927,1932,,,,35,729,732,3,731,732,734,3,,
1,,41,11,P. J. Van Rhijn,1928,,,,,,,35,733,739,6,735,736,741,6,,
1,,41,12,Nico Van Suchtelen,1915,,,,,,,35,740,749,9,742,743,751,9,,
1,,41,13,Victor C. Vaughan,,,1916,1917,,,".25""",35,750,799,49,752,753,801,49,,
1,,41,14,J. Violle,,,1908,1909,,,,35,800,808,8,802,803,810,8,,
1,,41,15,H. C. Vogel,,,1904,1905,,,,35,809,830,21,811,812,832,21,,
1,,41,16,W. Voigt,1908,,,,,,,35,831,839,8,833,834,841,8,,
1,,41,17,Vito Volterra,,,1909,1934,,,,35,840,890,50,842,843,893,51,,
1,,42,1,J. A. L. Waddell,,,1910,1916,,,,35,891,907,16,894,895,910,16,,
1,,42,2,F. L. O. Wadsworth,,,1898,1904,,,".25""",35,908,964,55,911,912,966,55,,
1,,42,3,Charles D. Walcott,,,1901,1929,,,"2""",36,20,534,514,21,22,532,511,,
1,,42,4,Gilbert T. Walker,,,1903,1930,,,".5""",36,535,583,48,533,534,581,48,,
1,,42,5,R. W. Wallace,,,1904,1932,,,".25""",36,584,611,27,582,583,609,27,,
1,,42,6,W. R. Warner,,,1905,1908,,,,36,612,636,24,610,611,634,24,,
1,,42,7,Warner and Swasey Company,,,1928,1936,,,"1.25""",36,637,782,145,635,636,780,145,,
1,,42,8,Henry S. Washington,,,1918,1919,,,,36,783,792,9,781,782,790,9,,
1,,42,9,A. G. Webster,,,1904,1919,,,,36,793,817,24,791,792,815,24,,
1,,42,10,George Lay Weed,1932,,,,,,,36,818,821,3,816,817,819,3,,
1,,43,1,W. H. Welch,,,1911,1934,,," 1.25""",36,822,1090,268,820,821,1085,265,,
1,,43,2,Roger Welles,1918,,,,,,,36,1091,1092,1,1086,1087,1087,1,,
1,,43,3,George V. Wendell,,,1900,1908,,,"0.25""",36,1093,1125,32,1088,1089,1120,32,,
1,,43,4,W. Wever,1903,,,,,,,36,1126,1134,8,1121,1122,1129,8,,
1,,43,5,Davis Weyerhauser,,,1927,1930,,,,36,1135,1144,9,1130,1131,1139,9,,
1,,43,6,"Wheldon and Wesley, Ltd.",1923,,,,,,,36,1145,1148,3,1140,1141,1143,3,,
1,,43,7,G. H. Whipple,,,1916,1917,,,,36,1149,1163,14,1144,1145,1158,14,,
1,,43,8,David White,,,1925,1930,,,,36,1164,1180,15,1159,1160,1174,15,,
1,,43,9,Henry S. White,1902,,,,,,,37,20,24,4,21,22,25,4,,
1,,43,10,Mt. Whitney,1903,,,,,,".5""",37,25,97,72,26,27,98,72,,
1,,43,11,W. R. Whitney,,,1915,1929,,,".5""",37,98,200,102,99,100,201,102,,
1,,43,12,Horace White,,,1898,1915,,,,37,201,264,63,202,203,265,63,,
1,,43,13,John H. Wigmore,,,1904,1917,,,,37,265,305,40,266,267,306,40,,
1,,43,14,Rutting Wigton,1917,,,,,,,37,306,310,4,307,308,311,4,,
1,,43,15,Evelyn Wilheit,,,1900,1911,,,,37,311,335,24,312,313,336,24,,
1,,43,16,C. D. Willard,1912,,,,,,,37,336,352,16,337,338,353,16,,
1,,43,17,C. J. Willett,,,1910,1917,,,,37,353,384,31,354,355,385,31,,
1,,43,18,W. Ewart Williams,,,1928,1933,,,,37,385,394,9,386,387,395,9,,
1,,43,19,E. F. Williams,,,1899,1918,,,"1""",37,395,487,92,396,397,488,92,,
1,,43,20,E. F. Williams: Reports on Academies,,,,,,undated,".5""",37,488,597,109,489,490,598,109,,
1,,43,21,Albert P. Wills,1912,,,,,,,37,598,609,11,599,600,610,11,,
1,,43,22,J. Wilsing,,,1902,1903,,,,37,610,623,13,611,612,624,13,,
1,,43,23,Edmund Beecher Wilson,,,1909,1926,,,,37,624,642,18,625,626,643,18,,
1,,43,24,Edwin Bidwell Wilson,,,1913,1934,,,"1.5""",37,643,999,355,644,645,999,355,Item split between two folders,
1,,43,24,Edwin Bidwell Wilson,,,1913,1920,,,".75""",,,,,,,,,Item split between two folders,
1,,44,1,Edwin Bidwell Wilson,,,1921,1934,,,".75""",,,,,,,,,Item split between two folders,
1,,44,2,W. E. Wilson,,,1904,1906,,,,38,20,49,29,21,22,50,29,,
1,,44,3,Robert Woellner,1933,,,,,,,38,50,51,1,51,52,52,1,,
1,,44,4,Max Wolf,1932,,,,,,,38,52,55,3,53,54,56,3,,
1,,44,5,Dr. A. Wolfer,1904,,,,,,,38,56,64,8,57,58,65,8,,
1,,44,6,Harry O. Wood,,,1919,1920,,,,38,65,78,13,66,67,79,13,,
1,,44,7,R. W. Wood,,,1903,1935,,,,38,79,93,14,80,81,94,14,,
1,,44,8,Casey O. Wood,,,1931,1934,,,,38,94,116,22,95,96,117,22,,
1,,44,9,Robert S. Woodward,,,1897,1909,,,"3""",,,,,,,,,Item split differently between folders and reels,
1,,45,1,Robert S. Woodward,,,1910,1918,,,"4.5""",,,,,,,,,Item split differently between folders and reels,
1,,46,1,Robert S. Woodward,,,1919,1925,,,"1 .75""",,,,,,,,,Item split differently between folders and reels,
1,,,,Robert S. Woodward,,,1897,1910,,,,38,117,1005,888,118,119,1006,888,Item split differently between folders and reels,
1,,,,Robert S. Woodward,,,1911,1919,,,,39,21,1362,1340,21,22,1361,1340,Item split differently between folders and reels,
1,,,,Robert S. Woodward,,,1920,1922,,,,40,20,116,96,21,22,116,95,Item split differently between folders and reels,
1,,46,2,S. M. Woodward,1916,,,,,,,40,117,126,9,117,118,126,9,,
1,,46,3,A. W. Wright,,,1910,1915,,,,40,127,147,20,127,128,147,20,,
1,,46,4,Sir Almroth Wright,,,1931,1932,,,,40,148,158,10,148,149,158,10,,
1,,46,5,Fred E. Wright,,,1927,1934,,,".5""",40,159,224,65,159,160,224,65,,
1,,46,6,W. H. Wright,,,1905,1935,,,".5""",40,225,255,30,225,226,256,31,,
1,,46,7,Robert M. Yerkes,,,1916,1922,,,"1""",40,256,433,177,257,258,434,177,,
1,,46,8,Yerkes Observatory,,,1897,1905,,,"1""",40,434,659,225,435,436,659,224,,
1,,46,9,Anne S. Young,,,1903,1905,,,,40,660,665,5,660,661,665,5,,
1,,46,10,C. A. Young,,,1897,1907,,,,40,666,713,47,666,667,713,47,,
1,,46,11,P. Zeeman,,,1910,1935,,,,40,714,743,29,714,715,743,29,,
2,A,47,1,International Research Council,,,1917,1934,,,"4""",41,20,1181,1160,21,22,1189,1168,,
2,A,48,1,"International Research Council reports, statutes, and miscellaneous documents",,,1916,1931,,undated,"2""",42,20,664,644,21,22,668,647,,
2,A,49,1,International Council of Scientific Unions,,,1931,1937,,,"3""",42,665,1214,548,669,670,1217,548,,
2,A,49,2,International Association of Academies,,,1904,1917,,,".25""",43,20,61,41,21,22,62,41,,
2,A,49,3,Lists of Members of Scientific Institutions,,,1863,1927,,,".5""",43,62,183,121,63,64,185,122,,
2,A,49,4,National Research Council of Belgium,1921,,,,,,,43,184,206,22,186,187,208,22,,
2,A,49,5,National Research Council of Canada,1921,,,,,,,43,207,210,3,209,210,212,3,,
2,A,49,6,National Research Council of China,1922,,,,,,,43,211,216,5,213,214,218,5,,
2,A,49,7,National Research Council of Italy,1929,,,,,,,43,217,221,4,219,220,223,4,,
2,A,49,8,National Research Council of Japan,1921,,,,,,,43,222,228,6,224,225,230,6,,
2,A,49,9,International Research Council of Japan,,,,,,undated,,43,229,243,14,231,232,245,14,,
2,A,50,1,International Astronomical Union,,,1921,1937,,,"1""",43,244,445,201,246,247,447,201,,
2,A,50,2,International Astronomical Union Organization Meeting,1919,,,,,,"1""",43,446,598,152,448,449,600,152,,
2,A,50,3,International Astronomical Union American Section,,,1919,1930,,,"1.5""",43,599,788,189,601,602,790,189,,
2,A,50,4,International Astronomical Union Committee on Calendar Reform,,,1921,1922,,,,43,789,793,4,791,792,795,4,,
2,A,50,5,International Astronomical Union Committee on Nebulae,1922,,,,,,,43,794,807,13,796,797,809,13,,
2,A,50,6,International Astronomical Union Committee on Stellar Classification,,,,,,undated,".25""",43,808,852,44,810,811,854,44,,
2,A,50,7,International Astronomical Union Committee on Stellar Photometry,,,,,,undated,,43,853,873,20,855,856,875,20,,
2,A,50,8,International Astronomical Union Committee of Solar Atmosphere,,,1919,1925,,,".5""",43,874,1040,165,876,877,1041,165,,
2,A,50,9,International Astronomical Union Committee on Telegrams,1922,,,,,,,44,20,23,3,21,22,24,3,,
2,A,50,10,International Astronomical Union Committee on Time,1922,,,,,,,44,24,35,11,25,26,36,11,,
2,A,50,11,International Union of Scientific Radio Telegraph,1922,,,,,,,44,36,41,5,37,38,42,5,,
2,A,50,12,International Astronomical Union and International Research Council,1918,,,,,,"1""",44,42,241,199,43,44,242,199,,
2,A,51,1,An Analytic Index of Scientific Literature,,,,,,undated,,44,242,267,25,243,244,268,25,,
2,A,51,2,Committee on International Auxiliary Language,,,1921,1923,,,,44,268,321,53,269,270,322,53,,
2,A,51,3,Committee on Standard Wave-Lengths and Solar Spectrum Tables,1920,,,,,,,44,322,329,7,323,324,330,7,,
2,A,51,4,Institute of Pacific Relations,,,1928,1936,,,"1""",44,330,454,124,331,332,455,124,,
2,A,51,5,International Associations,,,1920,1933,,,,44,455,512,57,456,457,513,57,,
2,A,51,6,International Association of Seismology,1920,,,,,,,44,513,517,4,514,515,518,4,,
2,A,51,7,International Biological Union,,,,,,undated,,44,518,527,9,519,520,528,9,,
2,A,51,8,International Critical Tables,,,1923,1932,,,,44,528,617,89,529,530,618,89,,
2,A,51,9,International Catalogue of Scientific Literature,,,1920,1922,,,"1""",44,618,719,101,619,620,720,101,,
2,A,51,10,International Electrotechnical Commission,1913,,,,,,,44,720,735,15,721,722,736,15,,
2,A,51,11,International Geodetic Association,,,1918,1920,,,,44,736,754,18,737,738,755,18,,
2,A,51,12,International Mathematical Union,,,1920,1924,,,"1""",44,755,855,99,756,757,855,99,,
2,A,52,1,Institute of International Education,,,1919,1928,,,,45,20,41,21,21,22,42,21,,
2,A,52,2,International astronomical research miscellaneous memoranda,,,1905,1908,,undated,"2.5""",45,42,449,407,43,44,451,408,Item split between two folders,
2,A,52,2,International astronomical research,,,1905,1908,,,".5""",,,,,,,,,Item split between two folders,
2,A,52,3,International astronomical research,,,,,,undated,"2""",,,,,,,,,Item split between two folders,
2,A,52,4,International Institute of Agriculture,,,1921,1934,,,"1""",45,450,689,239,452,453,699,247,,
2,A,52,5,International Union of Academies and American Council of Learned Societies,1920,,,,,,,45,690,728,38,700,701,732,32,,
2,A,52,6,International Union of Geodesy and Geophysics,,,1919,1929,,,"1.5""",45,729,1020,291,733,734,1024,291,,
2,A,52,7,International Union of Pure and Applied Chemistry,,,1919,1926,,,"1""",45,1021,1186,165,1025,1026,1191,166,,
2,A,52,8,Industrial research,1919,,,,,,,45,1187,1214,27,1192,1193,1219,27,,
2,A,52,9,Inventions,,,1917,1918,,,,45,1215,1228,12,1220,1221,1232,12,,
2,B,53,1,Future,,,1913,1915,,,"1""",46,21,315,294,21,22,313,292,,
2,B,53,2,Council,,,1909,1930,,,"2.5""",46,316,1124,808,314,315,1122,808,,
2,B,54,1,National Academy of Sciences,,,1902,1934,,,"1""",47,19,317,298,21,22,317,296,,
2,B,54,2,Future plans of the National Research Council and National Academy of Sciences,,,1924,1932,,,".25""",47,318,407,89,318,319,407,89,,
2,B,54,3,Site fund,,,1919,1920,,,"1""",47,408,548,140,408,409,548,140,,
2,B,54,4,Building,,,1920,1922,,,"3.25""",47,549,1202,652,549,550,1199,650,,
2,B,55,1,Building,,,1923,1926,,,"2""",48,20,339,319,21,22,340,319,,
2,B,55,2,Building dedication,1924,,,,,,,48,340,467,127,341,342,468,127,,
2,B,55,3,Exhibits committee,,,1921,1926,,,"2""",48,468,873,404,469,470,870,401,,
2,B,56,1,F. E. Wright and W. W. Campbell,,,1923,1937,,,".25""",49,20,48,28,21,22,49,28,,
2,B,56,2,Mailing list,,,1914,1933,,,"1""",49,49,671,622,50,51,674,624,,
2,B,56,3,Expansion of yearly elections to 15,1914,,,,,,".25""",49,672,758,86,675,676,761,86,,
2,B,56,4,Mailing list miscellaneous lists,,,1914,1933,,,"1.5""",,,,,,,,,Omitted from microfilm,
2,B,56,5,Foreign associates,,,1920,1921,,,,49,759,781,22,762,763,784,22,,
2,B,56,6,Medal awards,,,1924,1925,,,,49,782,792,10,785,786,795,10,,
2,B,56,7,Section on Astronomy,,,1916,1937,,,".25""",49,793,856,63,796,797,859,63,,
2,B,57,1,Henry Draper Fund,,,1909,1927,,,"1""",49,857,994,137,,860,997,138,No title file,
2,B,57,2,Nominations,,,1914,1935,,,".25""",49,995,1107,112,,998,1110,113,No title file,
2,B,57,3,Proceedings of the National Academy of Sciences,,,1906,1934,,,"1 .75""",49,1108,1414,305,1111,1112,1416,305,,
2,C,58,1,General correspondence,,,1916,1937,,,".5""",50,21,166,145,21,22,164,143,,
2,C,58,2,Miscellaneous documents and drafts of articles,,,1916,1919,,,"1.5""",50,167,611,444,165,166,610,445,,
2,C,58,3,Reports of committees,,,1917,1918,,,"1.5""",50,612,885,273,611,612,884,273,,
2,C,58,4,Publications,,,1916,1923,,,,50,886,1146,260,885,886,1145,260,,
2,C,58,5,Research Council Bulletin,1919,,,,,,,50,1147,1162,14,1146,1147,1160,14,,
2,C,59,1,Army Ordnance,1918,,,,,,,51,20,26,6,21,22,27,6,,
2,C,59,2,Carnegie Corporation,1918,,,,,,".25""",51,27,109,82,28,29,113,85,,
2,C,59,3,Council of National Defense Circular,1916,,,,,,,51,110,112,2,114,115,116,2,,
2,C,59,4,Committee on Supersound,1919,,,,,,,51,113,130,17,117,118,134,17,,
2,C,59,5,Executive Board,,,1916,1920,,,".25""",51,131,176,45,135,136,180,45,,
2,C,59,6,Engineering Foundation Board,,,1916,1933,,,".5""",51,177,326,149,181,182,330,149,,
2,C,59,7,General Munitions Board,1917,,,,,,,51,327,331,4,331,332,335,4,,
2,C,59,8,Government Division,,,1919,1920,,,,51,332,344,12,336,337,348,12,,
2,C,59,9,Highways Research Project,,,1921,1928,,,,51,345,380,35,349,350,384,35,,
2,C,59,10,Invitations,,,1917,1919,,,".5""",51,381,422,41,385,386,426,41,,
2,C,59,11,National Advisory Committee for Aeronautics,1921,,,,,,,51,423,424,1,427,428,428,1,,
2,C,59,12,National Research Fellowship Board,,,1919,1937,,,"2""",51,425,778,353,429,430,782,353,Item split between two folders,
2,C,59,12,National Research Fellowship Board,1919,,,,,,".75""",,,,,,,,,Item split between two folders,
2,C,59,13,National Research Fellowship Board,,,1920,1937,,,"1.25""",,,,,,,,,Item split between two folders,
2,C,59,14,Naval Consulting Board,,,1917,1918,,,,51,779,786,7,783,784,790,7,,
2,C,59,15,Secretary of the Navy,,,1916,1918,,,,51,787,799,12,791,792,803,12,,
2,C,59,16,Navy League of the United States and Navy League of Pasadena,,,1913,1919,,,,51,800,834,34,804,805,838,34,,
2,C,59,17,Newlands Bill,1916,,,,,,".75""",51,835,963,128,839,840,967,128,,
2,C,59,18,Patent Committee,,,1919,1921,,,"1""",51,964,1155,191,968,969,1159,191,,
2,C,59,19,Promotion of research in the United States,,,1918,1920,,,,51,1156,1169,13,1160,1161,1173,13,,
2,C,59,20,Research associates and council,,,1903,1916,,,".25""",51,1170,1293,123,1174,1175,1297,123,,
2,C,60,1,Research in the War Department,1918,,,,,,,52,20,25,5,21,22,26,5,,
2,C,60,2,Research Information Service,,,1918,1924,,,"3""",52,26,399,373,27,28,400,373,,
2,C,60,3,Research Institute of Physics and Chemistry,,,1918,1920,,,,52,400,530,130,401,402,531,130,,
2,C,60,4,Research Surveys,1919,,,,,,".5""",,,,,,,,,Omitted from microfilm,
2,C,60,5,Rockefeller Foundation,1919,,,,,,,52,531,534,3,532,533,535,3,,
2,C,60,6,Rockefeller Plan,1918,,,,,,,52,535,551,16,536,537,552,16,,
2,C,60,7,Secretary of War,,,1916,1918,,,".25""",52,552,603,51,553,554,604,51,,
2,C,60,8,Smith-Howard Bill,1918,,,,,,,52,604,621,17,605,606,622,17,,
2,C,60,9,Woodrow Wilson,,,1916,1930,,,".5""",52,622,708,86,623,624,708,85,,
2,C,60,10,World Cotton Conference,,,1918,1919,,,".25""",52,709,754,45,709,710,754,45,,
2,C,61,1,Division of Anthropology and Psychology,,,1917,1921,,,".25""",52,755,832,77,755,756,832,77,,
2,C,61,2,Division of Biology and Agriculture,,,1919,1923,,,,52,833,851,18,833,834,851,18,,
2,C,61,3,Division of Chemistry and Chemical Technology,,,1921,1922,,,,52,852,875,23,852,853,875,23,,
2,C,61,4,Division of Educational Relations,,,1917,1925,,,"1.25""",52,876,1145,269,876,877,1145,269,,
2,C,61,5,Division of Engineering,,,1918,1924,,,".5""",53,20,116,96,21,22,117,96,,
2,C,61,6,Division of Foreign Relations,,,1919,1936,,,"3""",53,117,720,603,118,119,724,606,,
2,C,62,1,Division of General Relations,,,,,,undated,,53,721,723,2,725,726,727,2,,
2,C,62,2,Division of Geology and Geography,,,1919,1925,,,,53,724,774,50,728,729,778,50,,
2,C,62,3,Division of Industrial Relations,1919,,,,,,,53,775,790,15,779,780,795,16,,
2,C,62,4,Division of Medical Sciences,,,1920,1921,,,,53,791,800,9,796,797,805,9,,
2,C,62,5,Division of Medicine,1918,,,,,,,53,801,863,62,806,807,868,62,,
2,C,62,6,Division of Physical Sciences,,,1918,1922,,,,53,864,919,55,869,870,924,55,,
2,C,62,7,Division of Sciences and Technology,,,,,,undated,,53,920,928,8,925,926,933,8,,
2,C,62,8,Division of Research Extension,,,1919,1921,,,".25""",53,929,972,43,934,935,977,43,,
2,C,62,9,Division of States Relations,,,1919,1927,,,".5""",53,973,1089,115,978,979,1093,115,,
2,C,62,10,Executive Board (Interim Committee),,,1921,1937,,,"1.5""",54,19,293,274,,22,294,273,No title file,
2,C,62,11,Lists,,,1916,1917,,,,54,294,348,54,295,296,349,54,,
2,C,62,12,Committee on Policies,,,1930,1934,,,"2""",54,349,655,306,350,351,656,306,,
2,C,63,1,National Research Fund,,,1925,1928,,,"2""",54,656,1031,375,657,658,1032,375,Item split between two folders,
2,C,63,1,National Research Fund,,,1925,1928,,,"1""",,,,,,,,,Item split between two folders,
2,C,63,2,National Research Fund,,,,,,undated,"1""",,,,,,,,,Item split between two folders,
2,C,63,3,Organization,,,1918,1933,,,"1""",54,1032,1339,307,1033,1034,1339,306,,
2,C,63,4,Reports,,,1908,1918,,,".25""",54,1340,1589,249,1340,1341,1589,249,,
2,C,63,5,Rules and Constitution,1918,,,,,,,54,1590,1609,19,1590,1591,1609,19,,
2,C,63,6,Science Advisory Board,1935,,,,,,,54,1610,1617,7,1610,1611,1617,7,,
2,C,63,7,Science and Research Department of the Bureau of Aircraft Production,,,,,,undated,,54,1618,1634,15,1618,1619,1633,15,,
2,D,64,1,A: Industrial firms,,,1904,1932,,,".25""",55,20,79,59,21,22,80,59,,
2,D,64,2,Abstracts,,,1919,1920,,,"1""",55,80,246,166,81,82,247,166,,
2,D,64,3,Academy for Humanities,,,1919,1920,,,,55,247,267,20,248,249,268,20,,
2,D,64,4,Adler Planetarium and Astronomical Museum,,,1928,1930,,,,55,268,337,69,269,270,338,69,,
2,D,64,5,Amateur Telescope Makers Society,1928,,,,,,,55,338,341,3,339,340,342,3,,
2,D,64,6,American Academy of Arts and Letters,,,1901,1922,,,,55,342,361,19,343,344,362,19,,
2,D,64,7,American Academy of Arts and Sciences,,,1901,1920,,,,55,362,411,49,363,364,412,49,,
2,D,64,8,American Academy of Engineers,,,1915,1920,,,,55,412,491,79,413,414,492,79,,
2,D,64,9,"Commission of Order of Leopold II, Academie Royale de Belgique",,,1920,1922,,,,55,492,503,11,493,494,503,10,,
2,D,64,10,American Association for the Advancement of Science,,,1902,1903,,,"4""",55,504,1161,657,504,505,1161,657,,
2,D,65,1,American Association of Variable Star Observers,1922,,,,,,,56,19,28,9,21,22,30,9,,
2,D,65,2,American Astronomical Society,,,1902,1933,,,"1""",56,29,252,223,31,32,254,223,,
2,D,65,3,American Institute of Consulting Engineers,1916,,,,,,,56,253,257,4,255,256,259,4,,
2,D,65,4,American Geophysical Union,,,1919,1935,,,"2""",56,258,549,291,260,261,552,292,,
2,D,65,5,American Geophysical Union Section of Terrestrial Magnetism and Electricity,,,1921,1922,,,,56,550,568,18,553,554,572,19,,
2,D,65,6,"American Geophysical Union Latitude Station at Ukiah, California",,,1921,1922,,,,56,569,703,134,573,574,707,134,,
2,D,65,7,American Journal of Physical Anthropology,,,1919,1920,,,,56,704,709,5,708,709,713,5,,
2,D,65,8,American Metric Association,,,1919,1920,,,,56,710,767,57,714,715,771,57,,
